point1_idx,point1_name,point1_source,point1_lat,point1_lon,point2_idx,point2_name,point2_source,point2_lat,point2_lon,distance_m
36,서천군 서면 오력도해역 - 탑기단형강제어초(보강) (2014년),jeolla_points.gpx,36.15465,126.470617,1876,서천군 서면 오력도해역 - 탑기단형강제어초(보강) (2014년),chungnam_points.gpx,36.15465,126.470617,0.0
37,서천군 서면 오력도해역 - 돔형증식어초 (2013년),jeolla_points.gpx,36.122933,126.424717,1894,서천군 서면 오력도해역 - 돔형증식어초 (2013년),chungnam_points.gpx,36.122933,126.424717,0.0
38,서천군 서면 오력도해역 - 돔형증식어초 (2013년),jeolla_points.gpx,36.122933,126.427017,1895,서천군 서면 오력도해역 - 돔형증식어초 (2013년),chungnam_points.gpx,36.122933,126.427017,0.0
39,서천군 서면 오력도해역 - 돔형증식어초 (2013년),jeolla_points.gpx,36.120833,126.4256,1896,서천군 서면 오력도해역 - 돔형증식어초 (2013년),chungnam_points.gpx,36.120833,126.4256,0.0
40,보령시 오천면 오도해역 - 테트라형어초 (2012년),jeolla_points.gpx,36.19815,126.024083,1909,보령시 오천면 오도해역 - 테트라형어초 (2012년),chungnam_points.gpx,36.19815,126.024083,0.0
41,보령시 오천면 오도해역 - 테트라형어초 (2012년),jeolla_points.gpx,36.198133,126.02845,1910,보령시 오천면 오도해역 - 테트라형어초 (2012년),chungnam_points.gpx,36.198133,126.02845,0.0
42,보령시 오천면 오도해역 - 테트라형어초 (2012년),jeolla_points.gpx,36.1981,126.03295,1911,보령시 오천면 오도해역 - 테트라형어초 (2012년),chungnam_points.gpx,36.1981,126.03295,0.0
43,보령시 오천면 오도해역 - 테트라형어초 (2012년),jeolla_points.gpx,36.194517,126.024067,1912,보령시 오천면 오도해역 - 테트라형어초 (2012년),chungnam_points.gpx,36.194517,126.024067,0.0
44,보령시 오천면 오도해역 - 테트라형어초 (2012년),jeolla_points.gpx,36.1946,126.02855,1913,보령시 오천면 오도해역 - 테트라형어초 (2012년),chungnam_points.gpx,36.1946,126.02855,0.0
45,보령시 오천면 오도해역 - 테트라형어초 (2012년),jeolla_points.gpx,36.194483,126.032883,1914,보령시 오천면 오도해역 - 테트라형어초 (2012년),chungnam_points.gpx,36.194483,126.032883,0.0
46,서천군 서면 오력도해역 - 돔형증식어초 (2012년),jeolla_points.gpx,36.122917,126.429367,1917,서천군 서면 오력도해역 - 돔형증식어초 (2012년),chungnam_points.gpx,36.122917,126.429367,0.0
47,서천군 서면 오력도해역 - 돔형증식어초 (2012년),jeolla_points.gpx,36.12275,126.4314,1918,서천군 서면 오력도해역 - 돔형증식어초 (2012년),chungnam_points.gpx,36.12275,126.4314,0.0
48,서천군 서면 오력도해역 - 사각형어초(보강) (2012년),jeolla_points.gpx,36.139667,126.4227,1919,서천군 서면 오력도해역 - 사각형어초(보강) (2012년),chungnam_points.gpx,36.139667,126.4227,0.0
49,서천군 서면 오력도해역 - 사각형어초(보강) (2012년),jeolla_points.gpx,36.1414,126.456833,1920,서천군 서면 오력도해역 - 사각형어초(보강) (2012년),chungnam_points.gpx,36.1414,126.456833,0.0
50,서천군 서면 오력도해역 - 테트라형어초 (2011년),jeolla_points.gpx,36.13375,126.478733,1937,서천군 서면 오력도해역 - 테트라형어초 (2011년),chungnam_points.gpx,36.13375,126.478733,0.0
51,서천군 서면 오력도해역 - 테트라형어초 (2011년),jeolla_points.gpx,36.130233,126.481833,1938,서천군 서면 오력도해역 - 테트라형어초 (2011년),chungnam_points.gpx,36.130233,126.481833,0.0
52,서천군 서면 오력도해역 - 테트라형어초 (2011년),jeolla_points.gpx,36.134033,126.483267,1939,서천군 서면 오력도해역 - 테트라형어초 (2011년),chungnam_points.gpx,36.134033,126.483267,0.0
53,서천군 서면 오력도해역 - 테트라형어초 (2011년),jeolla_points.gpx,36.128733,126.4835,1940,서천군 서면 오력도해역 - 테트라형어초 (2011년),chungnam_points.gpx,36.128733,126.4835,0.0
54,서천군 서면 오력도해역 - 돔형증식어초 (2010년),jeolla_points.gpx,36.135367,126.480967,1964,서천군 서면 오력도해역 - 돔형증식어초 (2010년),chungnam_points.gpx,36.135367,126.480967,0.0
55,서천군 서면 오력도해역 - 돔형증식어초 (2010년),jeolla_points.gpx,36.133567,126.48075,1965,서천군 서면 오력도해역 - 돔형증식어초 (2010년),chungnam_points.gpx,36.133567,126.48075,0.0
56,서천군 서면 오력도해역 - 돔형증식어초 (2009년),jeolla_points.gpx,36.14055,126.481367,2002,서천군 서면 오력도해역 - 돔형증식어초 (2009년),chungnam_points.gpx,36.14055,126.481367,0.0
57,서천군 서면 오력도해역 - 돔형증식어초 (2009년),jeolla_points.gpx,36.138,126.481367,2003,서천군 서면 오력도해역 - 돔형증식어초 (2009년),chungnam_points.gpx,36.138,126.481367,0.0
58,서천군 서면 오력도해역 - 연약지반용강제어초 (2007년),jeolla_points.gpx,36.162817,126.452533,2046,서천군 서면 오력도해역 - 연약지반용강제어초 (2007년),chungnam_points.gpx,36.162817,126.452533,0.0
59,서천군 서면 오력도해역 - 연약지반용강제어초 (2007년),jeolla_points.gpx,36.163167,126.454567,2047,서천군 서면 오력도해역 - 연약지반용강제어초 (2007년),chungnam_points.gpx,36.163167,126.454567,0.0
60,서천군 서면 오력도해역 - 연약지반용강제어초 (2007년),jeolla_points.gpx,36.163617,126.4565,2048,서천군 서면 오력도해역 - 연약지반용강제어초 (2007년),chungnam_points.gpx,36.163617,126.4565,0.0
61,서천군 서면 오력도해역 - 연약지반용강제어초 (2007년),jeolla_points.gpx,36.145667,126.481567,2049,서천군 서면 오력도해역 - 연약지반용강제어초 (2007년),chungnam_points.gpx,36.145667,126.481567,0.0
62,서천군 서면 오력도해역 - 연약지반용강제어초 (2007년),jeolla_points.gpx,36.142983,126.481733,2050,서천군 서면 오력도해역 - 연약지반용강제어초 (2007년),chungnam_points.gpx,36.142983,126.481733,0.0
63,서천군 서면 오력도해역 - 연약지반용강제어초 (2006년),jeolla_points.gpx,36.162367,126.44695,2087,서천군 서면 오력도해역 - 연약지반용강제어초 (2006년),chungnam_points.gpx,36.162367,126.44695,0.0
64,서천군 서면 오력도해역 - 연약지반용강제어초 (2006년),jeolla_points.gpx,36.163133,126.449383,2088,서천군 서면 오력도해역 - 연약지반용강제어초 (2006년),chungnam_points.gpx,36.163133,126.449383,0.0
65,서천군 서면 오력도해역 - 연약지반용강제어초 (2006년),jeolla_points.gpx,36.1632,126.447533,2089,서천군 서면 오력도해역 - 연약지반용강제어초 (2006년),chungnam_points.gpx,36.1632,126.447533,0.0
66,서천군 서면 오력도해역 - 연약지반용강제어초 (2006년),jeolla_points.gpx,36.16125,126.44655,2090,서천군 서면 오력도해역 - 연약지반용강제어초 (2006년),chungnam_points.gpx,36.16125,126.44655,0.0
67,서천군 서면 오력도해역 - 연약지반용강제어초 (2005년),jeolla_points.gpx,36.161517,126.448433,2129,서천군 서면 오력도해역 - 연약지반용강제어초 (2005년),chungnam_points.gpx,36.161517,126.448433,0.0
68,서천군 서면 오력도해역 - 연약지반용강제어초 (2005년),jeolla_points.gpx,36.1607,126.447733,2130,서천군 서면 오력도해역 - 연약지반용강제어초 (2005년),chungnam_points.gpx,36.1607,126.447733,0.0
69,서천군 서면 오력도해역 - 연약지반용강제어초 (2005년),jeolla_points.gpx,36.160817,126.44915,2131,서천군 서면 오력도해역 - 연약지반용강제어초 (2005년),chungnam_points.gpx,36.160817,126.44915,0.0
70,서천군 서면 오력도해역 - 연약지반용강제어초 (2005년),jeolla_points.gpx,36.16095,126.449817,2132,서천군 서면 오력도해역 - 연약지반용강제어초 (2005년),chungnam_points.gpx,36.16095,126.449817,0.0
71,서천군 서면 오력도해역 - 연약지반용강제어초 (2004년),jeolla_points.gpx,36.161917,126.4532,2185,서천군 서면 오력도해역 - 연약지반용강제어초 (2004년),chungnam_points.gpx,36.161917,126.4532,0.0
72,서천군 서면 오력도해역 - 연약지반용강제어초 (2004년),jeolla_points.gpx,36.157533,126.451733,84,서천군 서면 오력도해역 - 사각형어초 (2002년),jeolla_points.gpx,36.157533,126.451733,0.0
72,서천군 서면 오력도해역 - 연약지반용강제어초 (2004년),jeolla_points.gpx,36.157533,126.451733,2186,서천군 서면 오력도해역 - 연약지반용강제어초 (2004년),chungnam_points.gpx,36.157533,126.451733,0.0
72,서천군 서면 오력도해역 - 연약지반용강제어초 (2004년),jeolla_points.gpx,36.157533,126.451733,2281,서천군 서면 오력도해역 - 사각형어초 (2002년),chungnam_points.gpx,36.157533,126.451733,0.0
73,서천군 서면 오력도해역 - 연약지반용강제어초 (2004년),jeolla_points.gpx,36.161,126.452817,2187,서천군 서면 오력도해역 - 연약지반용강제어초 (2004년),chungnam_points.gpx,36.161,126.452817,0.0
74,서천군 서면 오력도해역 - 연약지반용강제어초 (2004년),jeolla_points.gpx,36.1588,126.458417,86,서천군 서면 오력도해역 - 사각형어초 (2002년),jeolla_points.gpx,36.1588,126.458417,0.0
74,서천군 서면 오력도해역 - 연약지반용강제어초 (2004년),jeolla_points.gpx,36.1588,126.458417,2188,서천군 서면 오력도해역 - 연약지반용강제어초 (2004년),chungnam_points.gpx,36.1588,126.458417,0.0
74,서천군 서면 오력도해역 - 연약지반용강제어초 (2004년),jeolla_points.gpx,36.1588,126.458417,2283,서천군 서면 오력도해역 - 사각형어초 (2002년),chungnam_points.gpx,36.1588,126.458417,0.0
75,서천군 서면 오력도해역 - 뿔삼각형어초 (2004년),jeolla_points.gpx,36.161983,126.450617,2189,서천군 서면 오력도해역 - 뿔삼각형어초 (2004년),chungnam_points.gpx,36.161983,126.450617,0.0
76,서천군 서면 오력도해역 - 뿔삼각형어초 (2004년),jeolla_points.gpx,36.1624,126.450633,2190,서천군 서면 오력도해역 - 뿔삼각형어초 (2004년),chungnam_points.gpx,36.1624,126.450633,0.0
77,서천군 서면 오력도해역 - 뿔삼각형어초 (2004년),jeolla_points.gpx,36.16185,126.452133,2191,서천군 서면 오력도해역 - 뿔삼각형어초 (2004년),chungnam_points.gpx,36.16185,126.452133,0.0
78,서천군 서면 오력도해역 - 뿔삼각형어초 (2004년),jeolla_points.gpx,36.161467,126.4512,2192,서천군 서면 오력도해역 - 뿔삼각형어초 (2004년),chungnam_points.gpx,36.161467,126.4512,0.0
79,서천군 서면 오력도해역 - 뿔삼각형어초 (2004년),jeolla_points.gpx,36.1611,126.466067,2193,서천군 서면 오력도해역 - 뿔삼각형어초 (2004년),chungnam_points.gpx,36.1611,126.466067,0.0
80,서천군 서면 오력도해역 - 신요철형어초 (2003년),jeolla_points.gpx,36.151217,126.450683,2241,서천군 서면 오력도해역 - 신요철형어초 (2003년),chungnam_points.gpx,36.151217,126.450683,0.0
81,서천군 서면 오력도해역 - 신요철형어초 (2003년),jeolla_points.gpx,36.151217,126.45615,82,서천군 서면 오력도해역 - 신요철형어초 (2003년),jeolla_points.gpx,36.151167,126.45615,5.56
81,서천군 서면 오력도해역 - 신요철형어초 (2003년),jeolla_points.gpx,36.151217,126.45615,2242,서천군 서면 오력도해역 - 신요철형어초 (2003년),chungnam_points.gpx,36.151217,126.45615,0.0
81,서천군 서면 오력도해역 - 신요철형어초 (2003년),jeolla_points.gpx,36.151217,126.45615,2243,서천군 서면 오력도해역 - 신요철형어초 (2003년),chungnam_points.gpx,36.151167,126.45615,5.56
82,서천군 서면 오력도해역 - 신요철형어초 (2003년),jeolla_points.gpx,36.151167,126.45615,2242,서천군 서면 오력도해역 - 신요철형어초 (2003년),chungnam_points.gpx,36.151217,126.45615,5.56
82,서천군 서면 오력도해역 - 신요철형어초 (2003년),jeolla_points.gpx,36.151167,126.45615,2243,서천군 서면 오력도해역 - 신요철형어초 (2003년),chungnam_points.gpx,36.151167,126.45615,0.0
83,서천군 서면 오력도해역 - 사각형어초 (2002년),jeolla_points.gpx,36.15905,126.437833,2280,서천군 서면 오력도해역 - 사각형어초 (2002년),chungnam_points.gpx,36.15905,126.437833,0.0
84,서천군 서면 오력도해역 - 사각형어초 (2002년),jeolla_points.gpx,36.157533,126.451733,2186,서천군 서면 오력도해역 - 연약지반용강제어초 (2004년),chungnam_points.gpx,36.157533,126.451733,0.0
84,서천군 서면 오력도해역 - 사각형어초 (2002년),jeolla_points.gpx,36.157533,126.451733,2281,서천군 서면 오력도해역 - 사각형어초 (2002년),chungnam_points.gpx,36.157533,126.451733,0.0
85,서천군 서면 오력도해역 - 사각형어초 (2002년),jeolla_points.gpx,36.159567,126.442283,2282,서천군 서면 오력도해역 - 사각형어초 (2002년),chungnam_points.gpx,36.159567,126.442283,0.0
86,서천군 서면 오력도해역 - 사각형어초 (2002년),jeolla_points.gpx,36.1588,126.458417,2188,서천군 서면 오력도해역 - 연약지반용강제어초 (2004년),chungnam_points.gpx,36.1588,126.458417,0.0
86,서천군 서면 오력도해역 - 사각형어초 (2002년),jeolla_points.gpx,36.1588,126.458417,2283,서천군 서면 오력도해역 - 사각형어초 (2002년),chungnam_points.gpx,36.1588,126.458417,0.0
87,서천군 서면 오력도해역 - 사각형어초 (2001년),jeolla_points.gpx,36.155383,126.433333,2336,서천군 서면 오력도해역 - 사각형어초 (2001년),chungnam_points.gpx,36.155383,126.433333,0.0
88,서천군 서면 오력도해역 - 사각형어초 (2001년),jeolla_points.gpx,36.15535,126.455883,2337,서천군 서면 오력도해역 - 사각형어초 (2001년),chungnam_points.gpx,36.15535,126.455883,0.0
89,서천군 서면 오력도해역 - 사각형어초 (2001년),jeolla_points.gpx,36.155467,126.4379,2338,서천군 서면 오력도해역 - 사각형어초 (2001년),chungnam_points.gpx,36.155467,126.4379,0.0
90,서천군 서면 오력도해역 - 사각형어초 (2001년),jeolla_points.gpx,36.151683,126.433333,2339,서천군 서면 오력도해역 - 사각형어초 (2001년),chungnam_points.gpx,36.151683,126.433333,0.0
91,서천군 서면 오력도해역 - 사각형어초 (2000년),jeolla_points.gpx,36.152778,126.459444,2363,서천군 서면 오력도해역 - 사각형어초 (2000년),chungnam_points.gpx,36.152778,126.459444,0.0
92,서천군 서면 오력도해역 - 사각형어초 (2000년),jeolla_points.gpx,36.160833,126.440833,2364,서천군 서면 오력도해역 - 사각형어초 (2000년),chungnam_points.gpx,36.160833,126.440833,0.0
93,서천군 서면 오력도해역 - 사각형어초 (2000년),jeolla_points.gpx,36.155278,126.453333,2365,서천군 서면 오력도해역 - 사각형어초 (2000년),chungnam_points.gpx,36.155278,126.453333,0.0
94,서천군 서면 오력도해역 - 사각형어초 (2000년),jeolla_points.gpx,36.149167,126.440833,2366,서천군 서면 오력도해역 - 사각형어초 (2000년),chungnam_points.gpx,36.149167,126.440833,0.0
95,서천군 서면 오력도해역 - 사각형어초 (1999년),jeolla_points.gpx,36.115556,126.465,2374,서천군 서면 오력도해역 - 사각형어초 (1999년),chungnam_points.gpx,36.115556,126.465,0.0
96,서천군 서면 오력도해역 - 사각형어초 (1999년),jeolla_points.gpx,36.140833,126.453333,2375,서천군 서면 오력도해역 - 사각형어초 (1999년),chungnam_points.gpx,36.140833,126.453333,0.0
97,서천군 서면 오력도해역 - 사각형어초 (1999년),jeolla_points.gpx,36.115556,126.468333,2376,서천군 서면 오력도해역 - 사각형어초 (1999년),chungnam_points.gpx,36.115556,126.468333,0.0
98,서천군 서면 오력도해역 - 사각형어초 (1999년),jeolla_points.gpx,36.137778,126.438056,2377,서천군 서면 오력도해역 - 사각형어초 (1999년),chungnam_points.gpx,36.137778,126.438056,0.0
99,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.185833,126.4525,106,서천군 서면 오력도해역 - 사각형어초 (1997년),jeolla_points.gpx,36.185833,126.4525,0.0
99,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.185833,126.4525,114,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.185833,126.4525,0.0
99,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.185833,126.4525,121,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.185833,126.4525,0.0
99,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.185833,126.4525,129,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.185833,126.4525,0.0
99,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.185833,126.4525,2386,서천군 서면 오력도해역 - 사각형어초 (1998년),chungnam_points.gpx,36.185833,126.4525,0.0
99,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.185833,126.4525,2402,서천군 서면 오력도해역 - 사각형어초 (1997년),chungnam_points.gpx,36.185833,126.4525,0.0
99,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.185833,126.4525,2418,서천군 서면 오력도해역 - 사각형어초 (1996년),chungnam_points.gpx,36.185833,126.4525,0.0
99,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.185833,126.4525,2438,서천군 서면 오력도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.185833,126.4525,0.0
99,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.185833,126.4525,2458,서천군 서면 오력도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.185833,126.4525,0.0
100,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.138056,126.450278,107,서천군 서면 오력도해역 - 사각형어초 (1997년),jeolla_points.gpx,36.138056,126.450278,0.0
100,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.138056,126.450278,115,서천군 서면 오력도해역 - 사각형어초 (1996년),jeolla_points.gpx,36.138056,126.450278,0.0
100,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.138056,126.450278,122,서천군 서면 오력도해역 - 사각형어초 (1995년),jeolla_points.gpx,36.138056,126.450278,0.0
100,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.138056,126.450278,130,서천군 서면 오력도해역 - 사각형어초 (1994년),jeolla_points.gpx,36.138056,126.450278,0.0
100,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.138056,126.450278,2387,서천군 서면 오력도해역 - 사각형어초 (1998년),chungnam_points.gpx,36.138056,126.450278,0.0
100,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.138056,126.450278,2403,서천군 서면 오력도해역 - 사각형어초 (1997년),chungnam_points.gpx,36.138056,126.450278,0.0
100,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.138056,126.450278,2419,서천군 서면 오력도해역 - 사각형어초 (1996년),chungnam_points.gpx,36.138056,126.450278,0.0
100,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.138056,126.450278,2439,서천군 서면 오력도해역 - 사각형어초 (1995년),chungnam_points.gpx,36.138056,126.450278,0.0
100,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.138056,126.450278,2459,서천군 서면 오력도해역 - 사각형어초 (1994년),chungnam_points.gpx,36.138056,126.450278,0.0
101,서천군 서면 오력도해역 - 사각형어초 (1998년),jeolla_points.gpx,36.185833,126.485833,108,서천군 서면 오력도해역 - 사각형어초 (1997년),jeolla_points.gpx,36.185833,126.485833,0.0
